CODI_DIVISIO_TERRITORIAL;TIPUS_VEHICLE;CODI_TIPUS_VEHICLE;ANTIGUITAT;POTENCIA_FISCAL;CILINDRADA;PLACES;MARCA;NR_VEHICLES
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,89;1896;5;Skoda;3
B-09;CICL. 2 RUEDAS;Ciclomotors                             ;2003;0;49;2;Peugeot;2
B-09;CICL. 2 RUEDAS;Ciclomotors                             ;2007;0;49;2;Piaggio;3
B-09;CICL. 2 RUEDAS;Ciclomotors                             ;2003;0;49;2;Yamaha;2
B-09;CICL. 2 RUEDAS;Ciclomotors                             ;2006;0;49;2;Kymco;2
B-09;CICL. 2 RUEDAS;Ciclomotors                             ;2002;0;49;1;Derbi;2
B-09;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;1999;0;49;2;Honda;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,57;1598;5;Peugeot;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;9,54;1149;5;Renault;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,42;1781;5;Volkswagen;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;13,19;1968;5;Volkswagen;5
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;13,28;1991;7;Chevrolet;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;12,89;1896;5;Seat;15
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,47;1560;5;Citroen;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;10,7;1390;5;Volkswagen;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;14,03;2184;5;Nissan;6
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2012;1,45;125;2;Kymco;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,89;1896;5;Seat;15
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;9,23;1086;5;Hyundai;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,78;1868;5;Peugeot;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;11,64;1598;5;Renault;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;12,3;1753;5;Ford;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,89;1896;5;Volkswagen;7
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;12,89;1896;5;Audi;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;1998;10,16;1275;5;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;1998;11,59;1587;5;Peugeot;2
B-09;CICL. 2 RUEDAS;Ciclomotors                             ;2005;0;49;2;Peugeot;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10,02;1248;5;Opel;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;10;1242;5;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,32;1527;5;Citroen;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,3;1998;5;Toyota;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,3;1997;5;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;10,6;1368;5;Hyundai;2
B-09;TURISMO;Turismes de 16 fins a 19,99 CV          ;2007;16,25;2400;7;Volvo;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2013;13,3;1997;7;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,03;1461;5;Nissan;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,89;1896;5;A.U.D.I.;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2014;12,02;1686;7;Opel;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;10,42;1329;5;Toyota;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,19;1968;5;Seat;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2011;12,02;1686;5;Opel;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;12,78;1870;5;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,59;1364;5;Toyota;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;13,29;1995;7;Opel;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,03;1461;5;Nissan;5
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,9;2148;5;Mercedes-Benz;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;10,7;1390;5;Seat;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,02;1686;5;Opel;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,47;1560;5;Peugeot;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,47;1560;5;Mazda;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,3;1998;7;Mazda;3
B-09;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;2007;12,3;1753;5;Ford;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10,57;1364;5;Opel;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;10,69;1388;5;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;10,59;1364;5;Toyota;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;9,78;1197;5;Volkswagen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;8,72;1198;5;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,63;1597;5;Honda;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,64;1598;7;Nissan;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,3;1753;5;Ford;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;9,96;1493;5;Hyundai;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,19;1968;5;Volkswagen;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;12,01;1686;5;Opel;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,64;1598;5;Toyota;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;10,57;1360;5;Peugeot;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;10,03;1598;5;Opel;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;10,02;1248;5;Opel;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;10,7;1390;5;Seat;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2014;13,88;2143;5;Mercedes-Benz;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;8,73;1199;5;Citroen;9
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;11,64;1598;5;Volkswagen;3
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2008;1,45;125;2;Honda;16
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2006;1,45;124;2;Yamaha;3
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2005;1,44;124;2;Piaggio;2
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;2014;1,45;124;2;Kymco;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;0;11,64;1598;5;Seat;6
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;10,7;1390;5;Seat;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,64;1598;5;Citroen;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;12,01;1686;5;Opel;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,47;1560;7;Citroen;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2013;13,14;1956;7;Opel;2
B-09;TURISMO;Turismes de menys de 8 CV               ;2015;7,34;898;5;Dacia;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,61;1591;5;Hyundai;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,47;1560;5;Citroen;7
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,29;1995;5;Opel;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;15,18;2231;5;Toyota;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2013;13,88;2143;5;Mercedes;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,02;1461;5;Renault;6
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;8,78;999;5;Hyundai;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,45;1560;5;Peugeot;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,64;1598;5;Peugeot;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;9,78;1197;5;Volkswagen;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;9,96;1493;5;Hyundai;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;10,58;1364;5;Opel;2
B-09;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2005;6,46;599;2;Honda;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;9,42;1124;5;Citroen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,64;1598;5;Volkswagen;4
B-09;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2004;3,9;652;2;B.M.W.;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2013;12,02;1685;5;Hyundai;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,3;1753;5;Ford;4
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2014;1,45;124;2;Yamaha;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;10,02;1248;5;Opel;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,3;1995;5;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,59;1587;7;Peugeot;3
B-09;TURISMO;Turismes de menys de 8 CV               ;2015;7,81;998;5;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,02;1461;5;Renault;3
B-09;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2007;2,2;249;2;Yamaha;3
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2007;1,45;124;2;Yamaha;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,9;2148;5;Mercedes;2
B-09;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2004;1,91;198;2;Piaggio;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,64;1598;5;Renault;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;13,3;1995;5;Nissan;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;13,3;1998;5;Mazda;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;13,3;1995;7;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,02;1461;5;Renault;6
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;13,19;1968;5;Volkswagen;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,29;1995;7;Opel;3
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;0;1,45;124;2;Yamaha;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,31;1997;5;Peugeot;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;12,28;1749;5;Citroen;3
B-09;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49;1;Derbi;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,63;1596;5;Ford;7
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,3;1995;5;Bmw;6
B-09;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2004;6,46;599;2;Honda;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;12,9;1896;5;A.U.D.I.;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;10,56;1360;5;Citroen;6
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,63;1596;5;Ford;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;10,74;1398;5;Peugeot;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,02;1461;5;Renault;6
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;9,94;1229;5;Opel;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;10,74;1396;5;Hyundai;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;10,28;1299;4;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,57;1582;5;Hyundai;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10,7;1390;5;Volkswagen;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2012;13,29;1995;5;Bmw;3
B-09;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;2005;13,12;1991;5;Hyundai;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,59;1587;5;Citroen;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,03;1461;5;Nissan;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,3;1997;5;Citroen;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,02;1461;5;Dacia;6
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;2011;6,18;883;1;Harley;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,47;1560;7;Citroen;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,3;1997;5;Ford;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,63;1598;5;Nissan;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1990;1,46;74;2;Honda;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;12,89;1896;5;A.U.D.I.;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,48;1796;7;Opel;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,64;1598;5;Renault;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;1997;11,63;1598;5;Volkswagen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;1997;11,63;1595;5;Seat;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;9,54;1149;5;Renault;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;1997;11,17;1493;5;Honda;3
B-09;CICL. 2 RUEDAS;Ciclomotors                             ;2007;0;49;2;Yamaha;4
B-09;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49,13;2;Peugeot;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;11,64;1598;5;Dacia;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;12,02;1686;5;Opel;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;10,57;1360;5;Peugeot;3
B-09;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2015;4,55;530;2;Yamaha;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;11,59;1587;5;Citroen;9
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;10,75;1398;5;Citroen;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;12,78;1868;5;Peugeot;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;1998;10,7;1390;5;Seat;8
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,63;1596;5;Ford;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,59;1587;5;Peugeot;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,17;1493;5;Honda;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,3;1753;5;Ford;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;1986;10,73;1397;5;Renault;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;12,02;1686;5;Opel;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,42;1781;5;Volkswagen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;1998;11,32;1527;5;Citroen;3
B-09;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49;2;Honda;11
B-09;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;1999;0;49;1;Honda;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2014;12,49;1798;5;Toyota;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,47;1560;5;Ford;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,19;1968;5;Audi;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,19;1968;7;Seat;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2013;1,56;124;2;Yamaha;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,19;1497;5;Nissan;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,19;1968;5;Audi;4
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2002;1,75;101;2;Honda;2
B-09;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;2004;15,89;2685;5;Jeep;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;12,94;1910;5;Saab;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;9,54;1149;5;Renault;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,3;1995;5;Bmw;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;11,63;1598;5;Volkswagen;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;13,19;1968;5;Audi;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;10,02;1248;5;Opel;2
B-09;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2009;6,46;599;2;Honda;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;10,68;1386;5;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;10,48;1341;5;Hyundai;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2009;1,44;124;2;Piaggio;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,78;1868;5;Peugeot;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,47;1560;5;Ford;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,63;1596;5;Ford;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,19;1968;5;A.U.D.I.;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;13,3;1997;5;Ford;3
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;2007;1,92;200;2;Suzuki;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;2006;2,2;249;2;Yamaha;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2009;1,45;124;2;Yamaha;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;10,73;1397;7;Renault;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,59;1587;5;Citroen;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,64;1598;5;Skoda;2
B-09;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2006;6,46;600;2;Honda;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;0;11,64;1598;5;Citroen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,64;1598;5;Nissan;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;9,79;1197;5;Volkswagen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,74;1398;4;Citroen;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,64;1598;5;Volkswagen;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,3;1753;5;Ford;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;9,67;1422;5;Seat;2
B-09;TODO TERRENO;Turismes de 16 fins a 19,99 CV          ;2005;16,65;2902;5;Hyundai;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,3;1998;4;Renault;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2007;1,45;125;2;Honda;15
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;8,72;1198;5;Volkswagen;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;12,89;1896;5;Skoda;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2015;1,45;124;2;Kymco;10
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,63;1598;5;Volkswagen;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;14,12;2204;5;Honda;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2011;13,19;1968;5;Volkswagen;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,28;1749;5;Citroen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;0;11,03;1461;5;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;10,74;1396;5;Kia;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;9,93;1229;5;Opel;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,63;1598;5;Opel;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,18;1493;5;Hyundai;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,3;1997;7;Peugeot;5
B-09;TURISMO;Turismes de 16 fins a 19,99 CV          ;2003;16,25;2401;5;Volvo;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,98;2172;7;Opel;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;9,54;1149;5;Renault;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,19;1968;5;Seat;8
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,47;1560;5;Citroen;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;0;11,47;1560;5;Peugeot;3
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2013;1,45;125;2;Honda;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;11,59;1587;5;Peugeot;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,63;1596;5;Ford;5
B-09;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2005;5,12;645;2;Suzuki;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;9,67;1422;5;Seat;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;12,49;1798;5;Toyota;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,19;1968;5;Seat;7
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2006;1,44;124;2;Aprilia;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;12,49;1798;5;Mitsubishi;2
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;2014;1,45;125;2;Honda;3
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2012;1,45;125;2;Honda;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;0;10;1242;5;Fiat;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;9,93;1229;5;Opel;4
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;2005;5,13;600;2;Yamaha;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,63;1596;5;Ford;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;12,78;1870;7;Renault;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;10,74;1396;5;Hyundai;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,64;1598;5;Renault;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,02;1461;5;Renault;8
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,47;1560;5;Peugeot;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;10,56;1360;5;Citroen;6
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10,7;1390;5;Volkswagen;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,64;1598;4;Renault;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,64;1598;5;Nissan;5
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,19;1968;5;Seat;6
B-09;CICL. 2 RUEDAS;Ciclomotors                             ;2001;0;49;1;Derbi;2
B-09;CICL. 2 RUEDAS;Ciclomotors                             ;2006;0;49;2;Peugeot;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,94;1910;7;Opel;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,28;1749;5;Citroen;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2011;13,19;1968;5;Audi;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;12,37;1769;5;Nissan;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,64;1598;5;Nissan;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,89;1896;5;Audi;3
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2007;1,44;124;2;Piaggio;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,47;1560;5;Ford;7
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2015;1,45;124;2;Sym;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;2011;12,49;1798;5;Toyota;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 250 fins a 500 cc;2010;4,39;499;2;Yamaha;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10;1242;5;Ford;3
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2008;1,44;124;2;Piaggio;3
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2011;1,45;125;2;Suzuki;8
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2013;1,44;124;2;Piaggio;3
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2015;1,45;125;2;Kymco;12
