CODI_DIVISIO_TERRITORIAL;TIPUS_VEHICLE;CODI_TIPUS_VEHICLE;ANTIGUITAT;POTENCIA_FISCAL;CILINDRADA;PLACES;MARCA;NR_VEHICLES
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,3;1995;5;Bmw;2
B-23;CICL. 2 RUEDAS;Ciclomotors                             ;2002;0;49;2;Honda;4
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,78;1870;5;Renault;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,3;1997;5;Citroen;3
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,64;1598;5;Renault;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,47;1560;5;Citroen;3
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;10,74;1398;4;Citroen;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,89;1896;5;Seat;4
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,78;1868;5;Peugeot;2
B-23;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1999;1,75;101;2;Honda;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;10,57;1360;5;Peugeot;3
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,3;1995;7;Opel;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2011;12,49;1798;5;Toyota;2
B-23;VEHIC. MIXTO;Turismes de 8 fins a 11,99 CV           ;2007;11,47;1560;5;Citroen;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2014;12,02;1685;5;Hyundai;2
B-23;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;2007;12,3;1753;5;Ford;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,47;1560;5;Citroen;3
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;12,78;1870;5;Renault;3
B-23;MOTOCICLETA;Motocicletes fins a 125 cc              ;2004;1,91;125;2;Honda;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,47;1560;7;Peugeot;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;1997;11,69;1598;5;Opel;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,59;1587;5;Peugeot;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;1998;11,19;1498;5;Daewoo;2
B-23;VEHIC. MIXTO;Turismes de 8 fins a 11,99 CV           ;2007;11,47;1560;5;Peugeot;2
B-23;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2007;1,45;125;2;Honda;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,01;1686;5;Opel;2
B-23;MOTOCICLETA;Motocicletes fins a 125 cc              ;2007;1,45;125;2;Honda;3
B-23;CICL. 2 RUEDAS;Ciclomotors                             ;2001;0;49;1;Peugeot;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;12,89;1896;5;Seat;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,89;1896;5;Seat;5
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;0;12,89;1896;5;Skoda;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,94;1910;7;Opel;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,75;1399;5;Chevrolet;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,59;1587;5;Citroen;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,89;1896;5;Volkswagen;3
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,28;1991;5;Kia;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;0;10,56;1360;5;Citroen;3
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2012;13,19;1968;5;Volkswagen;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,47;1560;5;Citroen;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;12,89;1896;5;Seat;5
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;11,59;1587;5;Citroen;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;13,31;1997;5;Peugeot;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,63;1596;5;Ford;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;0;12,78;1870;5;Renault;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,02;1461;5;Renault;2
B-23;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;0;1,45;125;2;Honda;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,19;1968;5;Seat;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,31;1997;5;Peugeot;3
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,59;1587;5;Citroen;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,29;1995;5;Opel;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;14,04;2184;5;Nissan;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,3;1997;5;Citroen;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;13,31;1997;7;Peugeot;3
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,63;1596;5;Ford;2
B-23;MOTOCICLETA;Motocicletes fins a 125 cc              ;2015;1,45;125;2;Kymco;3
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,89;1896;5;Seat;3
B-23;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;1991;7,38;748;2;Suzuki;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,3;1998;5;Mazda;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,3;1995;7;Toyota;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;12,89;1896;5;Seat;5
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;12,01;1686;5;Opel;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,02;1461;5;Renault;3
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,78;1870;5;Renault;2
B-23;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2011;1,45;125;2;Honda;2
B-23;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;2005;12,78;1868;5;Citroen;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,03;1461;5;Nissan;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,19;1968;5;Volkswagen;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,7;1390;5;Seat;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,3;1753;5;Ford;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,29;1995;5;Opel;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;12,89;1896;5;Seat;8
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,59;1587;5;Citroen;3
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,59;1587;5;Citroen;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;0;12,78;1870;5;Renault;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;12,79;1870;5;Renault;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;13,31;1997;5;Peugeot;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;13,3;1997;5;Ford;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,3;1998;5;Ford;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,47;1560;5;Peugeot;2
B-24;MOTOCICLETA;Motocicletes fins a 125 cc              ;2006;1,44;124;2;Aprilia;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,59;1587;5;Citroen;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,3;1995;5;Bmw;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,47;1560;5;Citroen;4
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,19;1968;5;Seat;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,89;1896;5;Seat;4
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,64;1598;5;Seat;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,47;1560;5;Citroen;4
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,3;1997;5;Citroen;5
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,19;1968;5;Volkswagen;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,64;1598;5;Seat;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,62;1595;5;Seat;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,63;1596;5;Ford;2
B-24;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49;2;Honda;4
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,64;1598;5;Seat;3
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,78;1870;5;Renault;3
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,56;1360;5;Citroen;2
B-24;MOTOCICLETA;Motocicletes fins a 125 cc              ;2014;1,45;125;2;Honda;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,3;1997;5;Peugeot;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;14,04;2184;5;Nissan;2
B-24;MOTOCICLETA;Motocicletes fins a 125 cc              ;2015;1,45;124;2;Yamaha;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;10,7;1390;5;Seat;3
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,64;1598;5;Seat;3
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,02;1461;5;Renault;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,29;1995;5;Opel;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,01;1686;5;Opel;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,3;1997;5;Citroen;5
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,47;1560;5;Citroen;5
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;13,31;1997;5;Peugeot;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;1993;12,35;1764;5;Renault;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,47;1560;5;Citroen;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;10,57;1360;5;Peugeot;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,47;1560;5;Ford;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,31;1997;5;Peugeot;3
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,3;1997;5;Citroen;4
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;12,89;1896;5;Volkswagen;2
B-24;MOTOCICLETA;Motocicletes fins a 125 cc              ;2015;1,45;125;2;Honda;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,89;1896;5;Seat;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,01;1686;5;Opel;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,3;1998;7;Mazda;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,78;1868;5;Peugeot;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,47;1560;5;Citroen;2
B-24;VEHIC. MIXTO;Turismes de 16 fins a 19,99 CV          ;2007;16,65;2902;7;Kia;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,78;1870;5;Renault;6
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,94;1910;7;Opel;3
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;12,94;1910;7;Opel;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;10,75;1398;5;Peugeot;3
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;10,7;1390;5;Seat;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,78;1870;5;Renault;3
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;1998;11,63;1597;5;Ford;2
B-24;CICL. 2 RUEDAS;Ciclomotors                             ;2001;0;49,7;2;Rieju;2
B-24;MOTOCICLETA;Motocicletes fins a 125 cc              ;2015;1,45;125;2;Kymco;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,57;1598;5;Peugeot;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;12,89;1896;5;Seat;4
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;1998;11,59;1587;5;Citroen;3
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;13,31;1997;5;Peugeot;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;12,89;1896;5;Seat;7
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,47;1560;5;Citroen;2
B-24;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2006;2,2;249;2;Yamaha;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;10;1242;5;Ford;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,47;1560;5;Citroen;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,47;1560;5;Citroen;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;10,56;1360;5;Citroen;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;13,3;1997;5;Citroen;3
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,89;1896;7;Seat;2
B-24;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2010;1,45;125;2;Honda;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,02;1461;5;Renault;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,3;1997;5;Citroen;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,3;1998;5;Renault;2
B-24;MOTOCICLETA;Motocicletes fins a 125 cc              ;2006;1,45;125;2;Honda;4
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;1997;12,89;1896;5;Seat;2
B-24;CICL. 2 RUEDAS;Ciclomotors                             ;2001;0;49;2;Honda;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,47;1560;5;Citroen;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,64;1598;5;Renault;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,89;1896;5;Skoda;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,47;1560;5;Ford;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;12,78;1870;5;Renault;3
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,63;1597;5;Honda;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,19;1968;5;Seat;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,78;1870;5;Renault;3
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;13,3;1997;5;Ford;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;12,95;1910;5;Fiat;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,89;1896;5;Seat;4
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,47;1560;5;Ford;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;11,64;1598;5;Seat;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,89;1896;5;Seat;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;10,7;1389;5;Opel;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;13,3;1995;5;Hyundai;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,3;1753;5;Ford;3
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,89;1896;5;Seat;7
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,45;1560;5;Peugeot;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;13,28;1991;5;Kia;2
B-24;MOTOCICLETA;Motocicletes fins a 125 cc              ;2009;1,44;124;2;Piaggio;3
B-24;MOTOCICLETA;Motocicletes fins a 125 cc              ;2007;1,44;125;2;Honda;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,47;1560;7;Citroen;2
B-24;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;12,89;1896;5;Seat;3
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,47;1560;5;Ford;2
B-24;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,64;1598;5;Opel;3
B-24;MOTOCICLETA;Motocicletes fins a 125 cc              ;2005;1,45;125;2;Honda;7
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;14,03;2184;5;Nissan;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;11,59;1587;5;Peugeot;2
B-25;TURISMO;Turismes de menys de 8 CV               ;2014;7,81;998;5;Ford;3
B-25;FURGONETA;Camions de menys de 1.000 kg de càrrega ;2008;10,74;1398;2;Citroen;4
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;10,72;1395;5;Seat;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;15,18;2231;7;Toyota;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,03;1461;5;Nissan;2
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2009;1,45;125;2;Yamaha;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;10,7;1390;5;Seat;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,64;1598;5;Renault;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,3;1997;5;Citroen;7
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;11,59;1587;5;Peugeot;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,89;1896;5;Volkswagen;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,64;1598;5;Volkswagen;2
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2015;1,45;124;2;Sym;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;9,67;1422;5;Seat;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,28;1991;5;Kia;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;0;11,64;1598;5;Seat;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,89;1896;5;Skoda;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,3;1998;5;Mazda;2
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2010;1,45;125;2;Suzuki;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;11,03;1461;5;Nissan;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,19;1968;5;Seat;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,3;1753;5;Ford;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;0;11,47;1560;5;Citroen;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;9,06;1086;5;Kia;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,64;1598;5;Renault;2
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2014;1,45;125;2;Suzuki;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,03;1461;5;Nissan;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;11,63;1598;5;Opel;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,69;1388;5;Ford;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,31;1997;5;Peugeot;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;12,89;1896;5;Seat;6
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,3;1997;5;Peugeot;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;12,89;1896;5;Seat;5
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;12,89;1896;5;Seat;8
B-25;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;1992;2,14;239;2;Yamaha;3
B-25;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49,2;2;Yamaha;2
B-25;CICL. 2 RUEDAS;Ciclomotors                             ;2001;0;49;2;Kymco;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,18;1493;5;Hyundai;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;13,3;1997;5;Citroen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;12,49;1798;5;Toyota;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,42;1781;5;Audi;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;8,77;998;5;Toyota;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,98;2172;7;Opel;2
B-25;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2011;1,45;124;2;Yamaha;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,3;1995;5;B.M.W.;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,47;1560;5;Citroen;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,64;1598;5;Nissan;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,64;1598;5;Renault;4
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;11,59;1587;5;Citroen;4
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,64;1598;5;Seat;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;11,64;1598;4;Renault;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,47;1560;5;Ford;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;12,78;1870;5;Renault;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,62;1595;5;Seat;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,74;1399;5;Ford;2
B-25;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 500 fins a 1000cc;0;7,38;748;2;Kawasaki;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,47;1560;5;Citroen;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;10,7;1390;5;Seat;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;10,7;1390;5;Renault;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,31;1997;5;Peugeot;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,45;1398;5;Citroen;4
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,64;1598;5;Seat;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,63;1596;5;Ford;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10,42;1329;5;Toyota;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;10,74;1396;5;Hyundai;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;12,89;1896;5;Volkswagen;3
B-25;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49;2;Honda;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2013;12,02;1686;5;Opel;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;10,69;1388;5;Ford;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;8,77;999;4;Seat;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,63;1596;5;Ford;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,32;1527;5;Citroen;4
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,89;1896;5;Volkswagen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;12,89;1896;5;Seat;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;13,31;1998;7;Toyota;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,89;1896;5;Skoda;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,02;1461;5;Renault;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;9,78;1197;5;Seat;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;13,3;1995;5;Opel;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,56;1582;5;Kia;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;12,95;1910;5;Suzuki;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;12,02;1685;5;Kia;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;10,02;1248;5;Opel;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;12,89;1896;5;Seat;4
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;12,89;1896;5;Volkswagen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,78;1870;5;Renault;2
B-25;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49;2;Derbi;2
B-25;CICL. 2 RUEDAS;Ciclomotors                             ;2001;0;49,4;2;Piaggio;2
B-25;CICL. 2 RUEDAS;Ciclomotors                             ;2004;0;49;2;Yamaha;2
B-25;CICL. 2 RUEDAS;Ciclomotors                             ;2002;0;49;2;Honda;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,47;1560;5;Ford;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,19;1968;5;Volkswagen;5
B-25;FURGONETA;Camions de menys de 1.000 kg de càrrega ;0;10,74;1398;2;Citroen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;13,3;1995;7;Opel;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,3;1753;5;Ford;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1992;12;1781;5;Seat;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,89;1896;5;Seat;7
