DIVISIO_TERRITORIAL;TIPUS_VEHICLE;DESCRIP_TARIFA;POTENCIA;CILINDRADA;PLACES;DECODE(TIPUS_VEHICLE,'CAMION',CARREGA,'REMOLQUE',CARREGA,NULL);MARCA;NR_VEHICLES
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.396;5;;Kia;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.397;5;;Citroen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;4;;Citroen;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Citroen;4
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Citroen;8
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Opel;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Opel;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Chevrolet;3
B-22;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.231;7;;Toyota;4
B-22;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.494;5;;Toyota;3
B-22;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.497;5;;Kia;2
B-22;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.499;7;;Chrysler;2
B-22;TURISMO;Turismes de 16 fins a 19,99 CV          ;16;2.401;5;;Volvo;2
B-22;TURISMO;Turismes de 16 fins a 19,99 CV          ;16;2.171;5;;Bmw;2
B-22;TURISMO;Turismes de 16 fins a 19,99 CV          ;17;2.184;5;;Nissan;2
B-22;TURISMO;Turismes de 16 fins a 19,99 CV          ;18;2.496;5;;Audi;2
B-22;TURISMO;Turismes de 16 fins a 19,99 CV          ;18;2.497;5;;Bmw;3
B-22;TURISMO;Turismes de 16 fins a 19,99 CV          ;20;2.987;5;;Mercedes;2
B-22;TURISMO;Turismes de 16 fins a 19,99 CV          ;20;2.993;5;;Bmw;2
B-22;TURISMO;Turismes de 20 CV en endavant           ;21;3.222;5;;Mercedes;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;8;903;5;;Seat;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;8;903;5;;Seat;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;8;1.124;5;;Mitsubishi;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.198;5;;Seat;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.198;5;;Seat;4
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.198;5;;Skoda;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.198;5;;Volkswagen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.199;5;;Citroen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.199;5;;Citroen;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.199;5;;Citroen;9
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.199;5;;Peugeot;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.199;5;;Peugeot;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.199;7;;Citroen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;999;4;;Seat;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;999;5;;Hyundai;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.037;5;;Renault;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.037;5;;Renault;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.086;5;;Kia;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.086;5;;Kia;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.086;5;;Hyundai;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.108;5;;Fiat;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.124;5;;Citroen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.124;5;;Citroen;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.149;5;;Dacia;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.149;5;;Renault;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.149;5;;Renault;4
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.149;5;;Renault;6
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.150;5;;Chevrolet;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;9
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;46
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Ford;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Ford;18
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Mazda;4
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Mitsubishi;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Peugeot;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Peugeot;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Peugeot;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;7;;Citroen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;7;;Citroen;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;7;;Peugeot;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;7;;Peugeot;10
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.580;5;;Kia;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.582;5;;Kia;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Peugeot;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;7;;Peugeot;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;5;;Citroen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;5;;Citroen;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;5;;Citroen;30
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;5;;Peugeot;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;5;;Peugeot;14
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;7;;Peugeot;6
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.591;5;;Hyundai;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.222;5;;Citroen;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.229;5;;Opel;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.493;5;;Hyundai;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.496;5;;Bmw;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.237;5;;Renault;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.240;5;;Nissan;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;4;;Ford;6
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;5;;Fiat;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;5;;Ford;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;5;;Ford;8
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Opel;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Hyundai;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Hyundai;4
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Suzuki;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Kia;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.299;5;;Ford;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.298;5;;Toyota;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.328;5;;Suzuki;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.329;5;;Toyota;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.332;5;;Renault;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.343;5;;Kia;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.349;5;;Daewoo;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Citroen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Citroen;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Citroen;18
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Peugeot;10
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Citroen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Peugeot;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Peugeot;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Peugeot;6
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.364;5;;Opel;6
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.364;5;;Opel;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.364;5;;Toyota;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.368;5;;Fiat;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.368;5;;Fiat;6
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.368;5;;Hyundai;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Peugeot;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.386;5;;Nissan;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.388;5;;Ford;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.388;5;;Ford;4
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;9
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Toyota;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Volkswagen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Volkswagen;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;7;;Nissan;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;7;;Opel;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;7;;Peugeot;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;7;;Volkswagen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.647;5;;Renault;2
B-22;TURISMO;Turismes de menys de 8 CV               ;7;796;5;;Daewoo;2
B-22;TURISMO;Turismes de menys de 8 CV               ;7;898;5;;Dacia;6
B-22;TURISMO;Turismes de menys de 8 CV               ;7;898;5;;Dacia;10
B-22;TURISMO;Turismes de menys de 8 CV               ;7;898;5;;Renault;2
B-22;TURISMO;Turismes de menys de 8 CV               ;7;898;5;;Renault;3
B-22;TURISMO;Turismes de menys de 8 CV               ;7;898;5;;Renault;5
B-22;TURISMO;Turismes de menys de 8 CV               ;7;767;4;;Seat;2
B-22;TURISMO;Turismes de menys de 8 CV               ;7;767;4;;Seat;3
B-22;TURISMO;Turismes de menys de 8 CV               ;8;988;5;;Honda;2
B-22;TURISMO;Turismes de menys de 8 CV               ;8;998;1;;Ford;2
B-22;TURISMO;Turismes de menys de 8 CV               ;8;998;5;;Ford;2
B-22;TURISMO;Turismes de menys de 8 CV               ;8;998;5;;Ford;3
B-22;TURISMO;Turismes de menys de 8 CV               ;8;998;7;;Ford;2
B-22;TURISMO;Turismes de menys de 8 CV               ;8;999;5;;Ford;2
B-22;TURISMO;Turismes de menys de 8 CV               ;8;998;5;;Hyundai;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Ford;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Ford;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Ford;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Hyundai;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Opel;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Peugeot;6
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Chevrolet;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.438;5;;Seat;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.595;5;;Seat;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Dacia;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Dacia;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Dacia;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;4
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;9
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;15
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Nissan;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Nissan;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.493;5;;Kia;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.493;5;;Hyundai;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.495;5;;Hyundai;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.497;5;;Toyota;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.497;5;;Toyota;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.498;5;;Daewoo;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.498;5;;Ford;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.499;5;;Citroen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.499;5;;Ford;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.499;7;;Ford;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.527;5;;Citroen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.527;5;;Citroen;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;4;;Citroen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Citroen;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Peugeot;6
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;7;;Peugeot;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;4
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;6
B-22;TURISMO;Turismes de menys de 8 CV               ;8;998;5;;Kia;3
B-22;TURISMO;Turismes de menys de 8 CV               ;8;999;5;;Ford;11
B-22;TURISMO;Turismes de menys de 8 CV               ;8;999;5;;Seat;2
B-22;TURISMO;Turismes de menys de 8 CV               ;8;999;5;;Seat;3
B-22;TURISMO;Turismes de menys de 8 CV               ;8;999;5;;Skoda;2
B-22;TURISMO;Turismes de menys de 8 CV               ;8;999;5;;Volkswagen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.591;5;;Hyundai;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.591;5;;Kia;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.591;5;;Kia;6
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.595;5;;Seat;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.595;5;;Seat;6
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.596;5;;Fiat;4
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.596;5;;Ford;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.596;5;;Ford;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.596;5;;Ford;23
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.597;5;;Ford;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.597;5;;Honda;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.597;5;;Nissan;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.597;5;;Nissan;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Chevrolet;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Daewoo;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Mazda;4
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Opel;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Opel;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Opel;24
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Volkswagen;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;7;;Opel;4
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.599;4;;Hyundai;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;4;;Bmw;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Audi;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Chevrolet;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Daewoo;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Nissan;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Opel;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Opel;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Opel;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Renault;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Renault;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Renault;22
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;2
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;3
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;4
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;5
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;6
B-22;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;7
B-22;VEHIC. ESPECIAL;Tractors de menys de 16 CV              ;2;249;1;;Kymco;2
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;13;1.868;5;;Citroen;2
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;13;1.868;5;;Peugeot;2
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;13;1.870;5;;Renault;2
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;13;1.870;5;;Renault;3
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;13;1.870;7;;Renault;2
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;13;1.870;9;;Renault;3
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;13;1.870;5;;Renault;2
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;13;1.905;5;;Citroen;3
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Citroen;2
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;13;1.997;6;;Citroen;2
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;14;2.188;7;;Renault;3
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;14;2.283;0;;Nissan;2
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;15;2.497;7;;Hyundai;2
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 16 fins a 19,99 CV          ;17;2.902;7;;Kia;2
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 16 fins a 19,99 CV          ;17;2.696;7;;Ssangyong;3
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;2
B-22;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;12;1.753;5;;Ford;2
B-23;CICL. 2 RUEDAS;Ciclomotors                             ;0;49;2;;Honda;5
B-23;CICL. 2 RUEDAS;Ciclomotors                             ;0;49;2;;Yamaha;3
B-23;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;0;50;2;;Yamaha;2
B-23;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;3
B-23;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;2
B-23;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;4
B-23;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;9
B-23;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;2
B-23;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;3
B-23;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;4
B-23;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Suzuki;2
B-23;MOTOCICLETA;Motocicletes fins a 125 cc              ;2;125;2;;Honda;2
B-23;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;3
B-23;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;5;649;2;;Kawasaki;2
B-23;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2;279;2;;Honda;2
B-23;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2;298;2;;Kymco;2
B-23;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Sym;2
B-23;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;74;2;;Honda;2
B-23;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2;101;2;;Honda;3
B-23;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;125;2;;Honda;2
B-23;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;125;2;;Honda;3
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.595;5;;Volkswagen;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.596;5;;Ford;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Opel;3
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Renault;6
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Volkswagen;2
B-23;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.599;5;;Hyundai;2
B-23;TURISMO;Turismes de menys de 8 CV               ;7;898;5;;Dacia;2
B-23;TURISMO;Turismes de menys de 8 CV               ;8;999;5;;Ford;2
B-23;TURISMO;Turismes de menys de 8 CV               ;8;999;5;;Ford;2
B-23;TURISMO;Turismes de menys de 8 CV               ;8;999;5;;Seat;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.686;5;;Opel;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.685;5;;Hyundai;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.685;5;;Kia;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.753;5;;Ford;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.796;5;;Mercedes;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.798;5;;Toyota;3
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.870;5;;Renault;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;A.U.D.I.;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Seat;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Seat;3
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Seat;16
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Volkswagen;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Volkswagen;6
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.910;7;;Opel;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.910;5;;Fiat;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;A.U.D.I.;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Audi;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Audi;3
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Seat;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Seat;3
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Volkswagen;2
B-23;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.991;5;;Kia;4
