DIVISIO_TERRITORIAL;TIPUS_VEHICLE;DESCRIP_TARIFA;POTENCIA;CILINDRADA;PLACES;DECODE(TIPUS_VEHICLE,'CAMION',CARREGA,'REMOLQUE',CARREGA,NULL);MARCA;NR_VEHICLES
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Peugeot;13
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;7;;Citroen;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;7;;Ford;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;4;;Toyota;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;5;;Ford;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;5;;Mazda;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;5;;Mazda;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;5;;Mazda;5
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;5;;Mazda;10
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;5;;Nissan;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;5;;Renault;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;5;;Toyota;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;7;;Chevrolet;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;7;;Mazda;6
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;7;;Renault;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;4;;Peugeot;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Peugeot;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Peugeot;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Peugeot;18
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;7;;Peugeot;7
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;5;;Honda;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;5;;Toyota;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.999;5;;Ford;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.999;5;;Mazda;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;14;2.143;5;;Mercedes-Benz;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;14;2.143;5;;Mercedes-Benz;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;14;2.148;5;;Mercedes;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;14;2.148;5;;Mercedes-Benz;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;14;2.172;5;;Opel;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;14;2.172;7;;Opel;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;14;2.179;5;;Land;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;14;2.179;7;;Mahindra;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;14;2.184;5;;Nissan;14
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;14;2.184;5;;Nissan;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;14;2.198;5;;Jaguar;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;14;2.204;5;;Honda;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;14;2.204;5;;Honda;8
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;14;2.231;7;;Toyota;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.477;5;;Mitsubishi;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.231;5;;Toyota;6
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.231;7;;Toyota;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.488;7;;Nissan;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.494;5;;Lexus;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.494;5;;Toyota;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.497;5;;Kia;2
B-09;TURISMO;Turismes de 16 fins a 19,99 CV          ;16;2.401;5;;Volvo;3
B-09;TURISMO;Turismes de 16 fins a 19,99 CV          ;17;2.184;5;;Nissan;2
B-09;TURISMO;Turismes de 16 fins a 19,99 CV          ;20;2.926;5;;Bmw;3
B-09;TURISMO;Turismes de 20 CV en endavant           ;21;3.222;5;;Mercedes;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;8;903;5;;Seat;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;8;1.124;5;;Mitsubishi;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.395;5;;Seat;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.395;5;;Seat;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.395;5;;Seat;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.395;5;;Seat;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.198;5;;Volkswagen;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.199;5;;Citroen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.199;5;;Citroen;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.199;5;;Citroen;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.199;5;;Citroen;8
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.199;5;;Citroen;13
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.199;5;;Ds;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.199;5;;Peugeot;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.199;5;;Peugeot;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.199;5;;Peugeot;6
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;995;5;;Chevrolet;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;998;5;;Toyota;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;999;4;;Seat;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;999;5;;Hyundai;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.037;5;;Renault;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.086;4;;Kia;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.086;5;;Kia;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.086;4;;Hyundai;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.086;5;;Hyundai;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.118;5;;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.124;4;;Citroen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.124;5;;Citroen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.124;5;;Citroen;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.149;5;;Dacia;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.149;5;;Renault;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.149;5;;Renault;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.149;5;;Renault;15
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.149;5;;Dacia;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.150;5;;Chevrolet;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.150;5;;Daewoo;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.422;4;;Volkswagen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.422;5;;Audi;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.422;5;;Seat;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.422;5;;Seat;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.422;5;;Seat;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.422;5;;Skoda;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.422;5;;Volkswagen;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.422;5;;Volkswagen;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.195;5;;Opel;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.197;5;;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.197;5;;Nissan;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.197;5;;Renault;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.197;5;;Renault;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.197;5;;Seat;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.197;5;;Seat;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.197;5;;Seat;6
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.197;5;;Seat;12
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.197;5;;Skoda;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.197;5;;Volkswagen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.197;5;;Volkswagen;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.197;5;;Volkswagen;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.199;5;;Opel;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.198;5;;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.229;5;;Opel;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.229;5;;Opel;8
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.229;5;;Opel;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.493;5;;Hyundai;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.496;4;;Mini;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.496;5;;Bmw;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.240;5;;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;6
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;32
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Ford;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;5;;Fiat;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;5;;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;5;;Ford;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;5;;Ford;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;4;;Fiat;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;5;;Fiat;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Opel;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Opel;9
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Citroen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Fiat;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Hyundai;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Hyundai;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Opel;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.598;5;;Opel;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Kia;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Kia;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Kia;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.275;5;;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.299;5;;Ford;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.298;5;;Toyota;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.329;5;;Toyota;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.332;5;;Mitsubishi;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.339;5;;Honda;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.339;5;;Honda;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.341;5;;Hyundai;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.341;5;;Hyundai;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.353;5;;Hyundai;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;4;;Citroen;10
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Citroen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Citroen;19
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Peugeot;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Peugeot;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Peugeot;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Peugeot;14
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.364;5;;Opel;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.364;5;;Opel;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.364;5;;Opel;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.364;5;;Toyota;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.364;5;;Toyota;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.364;5;;Toyota;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.368;5;;Fiat;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.368;5;;Hyundai;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Peugeot;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Peugeot;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.386;5;;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.388;5;;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.388;5;;Ford;8
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.388;5;;Mazda;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;4;;Volkswagen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Renault;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Renault;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Seat;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Seat;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Seat;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Seat;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Seat;30
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Volkswagen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Volkswagen;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Volkswagen;26
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.395;5;;Audi;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Chevrolet;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Citroen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Citroen;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.395;5;;Volkswagen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.397;5;;Peugeot;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.397;5;;Renault;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.397;7;;Renault;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.396;5;;Hyundai;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.396;5;;Hyundai;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.396;5;;Kia;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;4;;Citroen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;4;;Citroen;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;4;;Citroen;6
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;4;;Opel;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Citroen;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Citroen;9
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Opel;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Opel;14
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Chevrolet;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Ford;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Ford;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Ford;9
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Opel;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Citroen;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Peugeot;6
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.438;5;;Seat;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Dacia;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Dacia;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Dacia;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Dacia;8
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Nissan;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;31
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;7;;Renault;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Nissan;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Nissan;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Nissan;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.493;5;;Honda;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.493;5;;Hyundai;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.496;5;;Toyota;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.497;5;;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.498;5;;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.498;5;;Ford;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.498;5;;Mazda;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.498;5;;Nissan;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.498;5;;Skoda;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.498;5;;Volkswagen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.499;5;;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.499;5;;Mazda;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.527;5;;Citroen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.527;5;;Citroen;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Citroen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Peugeot;11
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Ford;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Ford;6
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Ford;15
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Mazda;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Mazda;6
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Mitsubishi;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Peugeot;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Peugeot;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Peugeot;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;7;;Citroen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;7;;Citroen;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;7;;Ford;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;7;;Peugeot;8
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.580;5;;Kia;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.580;5;;Kia;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;A.U.D.I.;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Volkswagen;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.582;5;;Hyundai;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.582;5;;Hyundai;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Peugeot;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.586;5;;Suzuki;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;4;;Peugeot;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;5;;Citroen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;5;;Citroen;28
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;5;;Peugeot;6
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;5;;Peugeot;12
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;7;;Peugeot;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.590;5;;Honda;6
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.590;5;;Mitsubishi;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.591;5;;Hyundai;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.591;5;;Hyundai;8
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.591;5;;Kia;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.591;5;;Kia;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.591;5;;Kia;4
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.591;5;;Kia;9
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.591;7;;Kia;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.592;5;;Seat;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.595;5;;Seat;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.595;5;;Volkswagen;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.596;5;;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.596;5;;Ford;19
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.597;5;;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.597;5;;Ford;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.597;5;;Honda;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.597;5;;Nissan;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;4;;Mini;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Alfa;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Alfa;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Daewoo;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Mazda;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Nissan;3
