CODI_DIVISIO_TERRITORIAL;US;PROMIG_VALOR_CAD;NRE_LOCALS
B-26;INDUSTRIA;       210,519.50;79
B-26;OFICINA;       180,571.29;46
B-26;SOL SENSE EDIFICAR;        10,573.62;95
B-26;VIVENDA;        62,469.19;1343
B-27;ALTRES USOS;        21,875.08;1
B-27;COMERÇ;        19,890.06;190
B-27;EMMAGATZEMATGE;         5,258.48;962
B-27;ENSENYAMENT;        22,755.94;8
B-27;HOTEL;        65,821.15;1
B-27;INDUSTRIA;        51,748.89;2
B-27;OFICINA;        21,566.72;12
B-27;SOL SENSE EDIFICAR;        16,605.54;2
B-27;VIVENDA;        22,734.57;2499
B-28;COMERÇ;        26,045.27;325
B-28;EMMAGATZEMATGE;         8,403.71;537
B-28;ENSENYAMENT;       106,466.18;11
B-28;HOTEL;        69,709.35;1
B-28;INDUSTRIA;        40,578.51;9
B-28;OFICINA;        39,406.68;22
B-28;SOL SENSE EDIFICAR;        45,877.80;11
B-28;VIVENDA;        24,725.48;3623
B-29;ALTRES USOS;       186,813.78;4
B-29;COMERÇ;        44,349.90;301
B-29;EMMAGATZEMATGE;         5,731.70;1310
B-29;ENSENYAMENT;       113,486.11;11
B-29;ESPORTIU;        18,178.48;2
B-29;HOTEL;        50,037.80;1
B-29;INDUSTRIA;        61,085.68;30
B-29;OFICINA;        48,458.96;22
B-29;SOL SENSE EDIFICAR;       179,785.19;6
B-29;VIVENDA;        29,562.83;4682
B-3;ALTRES USOS;       444,830.43;6
B-3;COMERÇ;        47,857.91;109
B-3;EMMAGATZEMATGE;         5,639.80;1487
B-3;ENSENYAMENT;       331,878.35;7
B-3;ESPECTACLES;        13,729.85;1
B-3;ESPORTIU;        35,654.43;4
B-3;HOTEL;        89,877.36;2
B-3;INDUSTRIA;        68,914.09;14
B-3;OFICINA;        61,263.13;44
B-3;PUBLIC;     1,790,488.57;1
B-3;SOL SENSE EDIFICAR;        36,754.95;9
B-3;VIVENDA;        49,876.15;1436
B-30;ALTRES USOS;        55,867.81;4
B-30;COMERÇ;        38,942.61;129
B-30;EMMAGATZEMATGE;         6,456.95;505
B-30;ENSENYAMENT;       251,692.86;2
B-30;INDUSTRIA;        37,536.14;10
B-30;OFICINA;        29,446.37;16
B-30;SOL SENSE EDIFICAR;        14,760.41;3
B-30;VIVENDA;        28,707.17;1327
B-31;ALTRES USOS;        28,376.16;2
B-31;COMERÇ;        16,855.45;184
B-31;EMMAGATZEMATGE;         5,669.51;193
B-31;ENSENYAMENT;       697,083.59;2
B-31;INDUSTRIA;       484,568.20;3
B-31;VIVENDA;        19,704.68;2934
B-32;COMERÇ;        18,959.55;85
B-32;EMMAGATZEMATGE;         7,070.18;83
B-32;ENSENYAMENT;        57,789.96;2
B-32;HOTEL;        13,090.93;1
B-32;INDUSTRIA;        11,426.49;3
B-32;OFICINA;        37,144.94;4
B-32;VIVENDA;        21,946.93;1215
B-33;COMERÇ;       114,718.46;17
B-33;EMMAGATZEMATGE;        10,260.62;123
B-33;ENSENYAMENT;       178,217.38;2
B-33;INDUSTRIA;       286,887.57;139
B-33;OFICINA;       550,189.20;3
B-33;SOL SENSE EDIFICAR;       150,145.10;6
B-33;VIVENDA;        32,934.29;273
B-34;COMERÇ;       190,224.23;14
B-34;EMMAGATZEMATGE;         5,037.71;94
B-34;INDUSTRIA;       158,417.41;58
B-34;OFICINA;       211,189.42;38
B-34;SOL SENSE EDIFICAR;       521,534.27;3
B-34;VIVENDA;        52,048.40;84
B-4;COMERÇ;        36,194.79;98
B-4;EMMAGATZEMATGE;        13,952.11;660
B-4;ENSENYAMENT;        69,498.39;1
B-4;HOTEL;        29,473.84;4
B-4;INDUSTRIA;       156,801.57;265
B-4;OFICINA;       296,174.87;16
B-4;SOL SENSE EDIFICAR;       414,890.90;50
B-4;VIVENDA;        35,064.63;1390
B-5;ALTRES USOS;       389,250.73;3
B-5;COMERÇ;        45,301.45;290
B-5;EMMAGATZEMATGE;         6,360.29;3076
B-5;ENSENYAMENT;       333,244.79;13
B-5;ESPORTIU;       228,914.43;5
B-5;INDUSTRIA;        80,114.35;86
B-5;OFICINA;        41,174.78;42
B-5;SOL SENSE EDIFICAR;       247,594.99;9
B-5;VIVENDA;        42,082.55;3982
B-6;ALTRES USOS;       124,115.13;2
B-6;COMERÇ;        76,241.84;185
B-6;EMMAGATZEMATGE;         7,509.34;1885
B-6;ENSENYAMENT;       100,447.72;19
B-6;ESPORTIU;        83,057.43;3
B-6;HOTEL;       218,399.87;4
B-6;INDUSTRIA;       152,501.36;50
B-6;OFICINA;        46,545.63;55
B-6;PUBLIC;       191,869.70;1
B-6;SOL SENSE EDIFICAR;       159,479.60;9
B-6;VIVENDA;        36,456.66;3049
B-7;COMERÇ;        53,475.32;58
B-7;EMMAGATZEMATGE;         5,675.39;326
B-7;ENSENYAMENT;        36,592.72;1
B-7;ESPORTIU;    11,200,261.83;1
B-7;INDUSTRIA;       112,896.93;11
B-7;OFICINA;        43,521.71;18
B-7;SOL SENSE EDIFICAR;       219,323.70;3
B-7;VIVENDA;        35,544.29;831
B-8;ALTRES USOS;       393,288.24;1
B-8;HOTEL;       194,538.30;1
B-8;INDUSTRIA;       162,958.00;3
B-8;SOL SENSE EDIFICAR;        36,047.47;12
B-8;VIVENDA;        94,385.67;133
B-9;ALTRES USOS;       612,956.87;5
B-9;COMERÇ;        37,752.65;333
B-9;EMMAGATZEMATGE;         5,570.54;2718
B-9;ENSENYAMENT;       247,525.40;4
B-9;ESPORTIU;       999,493.63;1
B-9;HOTEL;        97,048.35;2
B-9;INDUSTRIA;        52,353.44;15
B-9;OFICINA;        42,390.38;24
B-9;SOL SENSE EDIFICAR;        38,328.44;37
B-9;VIVENDA;        35,827.68;4739
SENSE IDENTIFICAR;ALTRES USOS;     2,942,425.43;17
SENSE IDENTIFICAR;COMERÇ;        85,447.25;1820
SENSE IDENTIFICAR;EMMAGATZEMATGE;         7,016.81;13204
SENSE IDENTIFICAR;ENSENYAMENT;       468,373.87;57
SENSE IDENTIFICAR;ESPECTACLES;       590,211.18;4
SENSE IDENTIFICAR;ESPORTIU;     2,365,726.08;19
SENSE IDENTIFICAR;HOTEL;       148,171.86;20
SENSE IDENTIFICAR;INDUSTRIA;       172,886.38;566
SENSE IDENTIFICAR;OFICINA;        82,397.51;191
SENSE IDENTIFICAR;PUBLIC;       624,927.84;1
SENSE IDENTIFICAR;SOL SENSE EDIFICAR;       222,722.67;223
SENSE IDENTIFICAR;VIVENDA;        33,652.21;21314
