CODI_DIVISIO_TERRITORIAL;EDAT;NRE_HOMES;NRE_DONES
S-07011;071-080;66;91
S-07011;80+;40;98
S-07013;000-010;141;136
S-07013;011-020;179;130
S-07013;021-030;168;142
S-07013;031-040;178;188
S-07013;041-050;232;177
S-07013;051-060;175;153
S-07013;061-070;80;97
S-07013;071-080;75;63
S-07013;80+;29;65
S-07014;000-010;77;76
S-07014;011-020;96;86
S-07014;021-030;93;90
S-07014;031-040;121;130
S-07014;041-050;169;151
S-07014;051-060;112;105
S-07014;061-070;92;101
S-07014;071-080;71;85
S-07014;80+;46;59
S-07015;000-010;59;66
S-07015;011-020;70;66
S-07015;021-030;76;56
S-07015;031-040;72;76
S-07015;041-050;100;86
S-07015;051-060;76;64
S-07015;061-070;43;58
S-07015;071-080;43;34
S-07015;80+;14;32
S-07017;000-010;206;183
S-07017;011-020;219;192
S-07017;021-030;248;209
S-07017;031-040;263;241
S-07017;041-050;324;264
S-07017;051-060;234;207
S-07017;061-070;128;139
S-07017;071-080;91;127
S-07017;80+;50;82
S-07018;000-010;52;38
S-07018;011-020;71;53
S-07018;021-030;85;65
S-07018;031-040;96;88
S-07018;041-050;90;95
S-07018;051-060;78;112
S-07018;061-070;175;197
S-07018;071-080;59;55
S-07018;80+;15;25
S-07020;000-010;53;50
S-07020;011-020;69;55
S-07020;021-030;63;60
S-07020;031-040;85;97
S-07020;041-050;103;112
S-07020;051-060;119;113
S-07020;061-070;51;56
S-07020;071-080;56;112
S-07020;80+;69;105
S-07021;000-010;37;42
S-07021;011-020;39;47
S-07021;021-030;41;40
S-07021;031-040;57;66
S-07021;041-050;92;75
S-07021;051-060;55;55
S-07021;061-070;40;62
S-07021;071-080;55;66
S-07021;80+;31;42
S-07022;000-010;24;24
S-07022;011-020;29;22
S-07022;021-030;34;40
S-07022;031-040;34;53
S-07022;041-050;65;70
S-07022;051-060;50;54
S-07022;061-070;62;67
S-07022;071-080;32;45
S-07022;80+;25;29
S-07023;000-010;92;85
S-07023;011-020;108;105
S-07023;021-030;94;83
S-07023;031-040;109;119
S-07023;041-050;181;190
S-07023;051-060;135;152
S-07023;061-070;138;146
S-07023;071-080;92;115
S-07023;80+;55;105
S-07024;000-010;79;62
S-07024;011-020;102;98
S-07024;021-030;127;92
S-07024;031-040;112;112
S-07024;041-050;174;160
S-07024;051-060;149;154
S-07024;061-070;105;115
S-07024;071-080;55;69
S-07024;80+;36;68
S-07028;000-010;103;103
S-07028;011-020;131;117
S-07028;021-030;111;128
S-07028;031-040;142;155
S-07028;041-050;193;149
S-07028;051-060;117;126
S-07028;061-070;93;112
S-07028;071-080;102;130
S-07028;80+;45;57
S-07029;000-010;62;60
S-07029;011-020;104;94
S-07029;021-030;96;68
S-07029;031-040;128;94
S-07029;041-050;146;156
S-07029;051-060;111;130
S-07029;061-070;185;239
S-07029;071-080;115;117
S-07029;80+;41;54
S-07030;000-010;51;36
S-07030;011-020;131;113
S-07030;021-030;137;120
S-07030;031-040;94;66
S-07030;041-050;120;132
S-07030;051-060;188;222
S-07030;061-070;158;147
S-07030;071-080;82;78
S-07030;80+;16;44
S-07031;000-010;49;44
S-07031;011-020;68;65
S-07031;021-030;55;65
S-07031;031-040;70;81
S-07031;041-050;100;101
S-07031;051-060;80;95
S-07031;061-070;123;131
S-07031;071-080;43;45
S-07031;80+;16;24
S-08001;000-010;146;120
S-08001;011-020;175;163
S-08001;021-030;173;145
S-08001;031-040;186;171
S-08001;041-050;267;245
S-08001;051-060;223;164
S-08001;061-070;129;126
S-08001;071-080;93;115
S-08001;80+;56;75
S-08002;000-010;104;83
S-08002;011-020;132;120
S-08002;021-030;121;125
S-08002;031-040;138;140
S-08002;041-050;186;198
S-08002;051-060;181;184
S-08002;061-070;150;192
S-08002;071-080;136;162
S-08002;80+;57;83
S-08003;000-010;91;82
S-08003;011-020;132;122
S-08003;021-030;108;114
S-08003;031-040;129;110
S-08003;041-050;204;222
S-08003;051-060;158;148
S-08003;061-070;100;121
S-08003;071-080;82;103
S-08003;80+;40;54
S-08004;000-010;28;29
S-08004;011-020;38;31
S-08004;021-030;39;46
S-08004;031-040;41;40
S-08004;041-050;58;59
S-08004;051-060;43;58
S-08004;061-070;54;61
S-08004;071-080;44;53
S-08004;80+;17;28
S-08005;000-010;36;39
S-08005;011-020;48;41
S-08005;021-030;60;42
S-08005;031-040;69;56
S-08005;041-050;94;89
S-08005;051-060;61;52
S-08005;061-070;54;60
S-08005;071-080;47;44
S-08005;80+;24;55
S-08006;000-010;57;48
S-08006;011-020;71;67
S-08006;021-030;78;73
S-08006;031-040;97;91
S-08006;041-050;109;126
S-08006;051-060;101;121
S-08006;061-070;107;134
S-08006;071-080;109;120
S-08006;80+;30;59
S-08007;000-010;59;78
S-08007;011-020;67;71
S-08007;021-030;72;76
S-08007;031-040;96;105
S-08007;041-050;132;116
S-08007;051-060;94;86
S-08007;061-070;75;68
S-08007;071-080;55;64
S-08007;80+;22;38
S-08008;000-010;59;69
S-08008;011-020;128;95
S-08008;021-030;91;104
S-08008;031-040;106;97
S-08008;041-050;166;170
S-08008;051-060;143;141
S-08008;061-070;134;168
S-08008;071-080;110;113
S-08008;80+;37;39
S-08009;000-010;53;51
S-08009;011-020;53;58
S-08009;021-030;64;40
S-08009;031-040;75;72
S-08009;041-050;119;120
S-08009;051-060;80;85
S-08009;061-070;53;74
S-08009;071-080;71;91
S-08009;80+;37;53
S-08011;000-010;34;35
S-08011;011-020;39;47
S-08011;021-030;47;47
S-08011;031-040;51;45
S-08011;041-050;66;63
S-08011;051-060;83;72
S-08011;061-070;39;53
S-08011;071-080;54;60
S-08011;80+;16;19
S-08012;000-010;78;83
S-08012;011-020;168;194
S-08012;021-030;186;182
S-08012;031-040;103;90
S-08012;041-050;142;168
S-08012;051-060;301;328
S-08012;061-070;159;146
S-08012;071-080;73;87
S-08012;80+;40;41
S-08013;000-010;25;16
S-08013;011-020;74;58
S-08013;021-030;67;68
S-08013;031-040;53;34
S-08013;041-050;58;66
S-08013;051-060;128;138
S-08013;061-070;58;46
S-08013;071-080;26;23
S-08013;80+;10;14
S-09001;000-010;128;127
S-09001;011-020;127;155
S-09001;021-030;161;138
S-09001;031-040;173;172
S-09001;041-050;234;193
S-09001;051-060;125;132
S-09001;061-070;76;100
S-09001;071-080;64;94
S-09001;80+;54;66
S-09002;000-010;131;104
S-09002;011-020;149;142
S-09002;021-030;129;116
S-09002;031-040;156;126
S-09002;041-050;182;136
S-09002;051-060;138;117
S-09002;061-070;88;87
S-09002;071-080;45;56
S-09002;80+;20;33
S-09003;000-010;61;60
S-09003;011-020;94;58
S-09003;021-030;67;62
S-09003;031-040;89;80
S-09003;041-050;101;85
S-09003;051-060;73;80
S-09003;061-070;56;54
S-09003;071-080;41;39
S-09003;80+;9;22
S-09004;000-010;130;131
S-09004;011-020;167;144
S-09004;021-030;195;120
S-09004;031-040;214;124
S-09004;041-050;213;121
S-09004;051-060;149;100
S-09004;061-070;76;58
S-09004;071-080;24;35
S-09004;80+;22;31
S-09005;000-010;50;53
S-09005;011-020;64;41
S-09005;021-030;68;57
S-09005;031-040;106;71
S-09005;041-050;89;76
S-09005;051-060;101;72
S-09005;061-070;56;61
S-09005;071-080;41;64
S-09005;80+;28;44
S-09006;000-010;87;93
S-09006;011-020;111;108
S-09006;021-030;174;119
S-09006;031-040;145;115
S-09006;041-050;166;99
S-09006;051-060;113;110
S-09006;061-070;78;70
S-09006;071-080;31;41
S-09006;80+;19;60
S-09008;000-010;60;74
S-09008;011-020;81;77
S-09008;021-030;83;75
S-09008;031-040;83;77
S-09008;041-050;94;93
S-09008;051-060;115;119
S-09008;061-070;108;98
S-09008;071-080;49;78
S-09008;80+;39;68
S-09009;000-010;24;34
S-09009;011-020;45;51
S-09009;021-030;41;49
S-09009;031-040;48;54
S-09009;041-050;88;79
S-09009;051-060;91;76
S-09009;061-070;37;38
S-09009;071-080;70;91
S-09009;80+;49;83
S-09010;000-010;40;36
S-09010;011-020;56;40
S-09010;021-030;61;51
S-09010;031-040;68;58
S-09010;041-050;80;64
S-09010;051-060;113;132
S-09010;061-070;83;72
S-09010;071-080;40;77
S-09010;80+;48;88
S-09011;000-010;47;42
S-09011;011-020;54;63
S-09011;021-030;64;56
S-09011;031-040;62;62
S-09011;041-050;87;78
S-09011;051-060;79;73
S-09011;061-070;44;42
S-09011;071-080;28;40
S-09011;80+;36;72
S-09012;000-010;71;50
S-09012;011-020;86;82
S-09012;021-030;97;90
S-09012;031-040;93;97
S-09012;041-050;127;125
S-09012;051-060;118;105
S-09012;061-070;66;72
S-09012;071-080;80;116
S-09012;80+;51;89
S-09013;000-010;36;30
S-09013;011-020;38;33
S-09013;021-030;31;31
S-09013;031-040;45;44
S-09013;041-050;84;65
S-09013;051-060;41;51
S-09013;061-070;22;30
S-09013;071-080;61;68
S-09013;80+;20;34
S-09014;000-010;64;64
S-09014;011-020;74;86
S-09014;021-030;78;85
S-09014;031-040;85;100
S-09014;041-050;129;120
S-09014;051-060;104;95
S-09014;061-070;87;112
S-09014;071-080;76;96
S-09014;80+;51;84
S-09015;000-010;102;111
S-09015;011-020;117;106
S-09015;021-030;95;107
S-09015;031-040;139;142
S-09015;041-050;161;154
S-09015;051-060;136;109
S-09015;061-070;67;73
S-09015;071-080;69;80
S-09015;80+;36;67
S-09016;000-010;67;70
S-09016;011-020;96;85
S-09016;021-030;97;77
S-09016;031-040;96;89
S-09016;041-050;153;149
S-09016;051-060;97;119
S-09016;061-070;89;100
S-09016;071-080;88;113
S-09016;80+;33;49
S-09017;000-010;104;142
S-09017;011-020;126;109
S-09017;021-030;159;121
S-09017;031-040;184;141
S-09017;041-050;191;169
S-09017;051-060;104;102
S-09017;061-070;79;64
S-09017;071-080;32;53
S-09017;80+;18;29
S-09018;000-010;66;63
S-09018;011-020;78;85
S-09018;021-030;96;101
S-09018;031-040;120;127
S-09018;041-050;141;130
S-09018;051-060;126;124
S-09018;061-070;74;96
S-09018;071-080;85;90
S-09018;80+;64;99
S-09019;000-010;51;53
S-09019;011-020;85;49
S-09019;021-030;75;71
S-09019;031-040;100;88
S-09019;041-050;102;95
S-09019;051-060;97;98
S-09019;061-070;65;65
S-09019;071-080;43;50
S-09019;80+;29;43
S-09020;000-010;18;15
S-09020;011-020;30;26
S-09020;021-030;23;29
S-09020;031-040;46;39
S-09020;041-050;45;44
S-09020;051-060;32;36
S-09020;061-070;69;93
S-09020;071-080;30;31
S-09020;80+;12;16
S-09021;000-010;66;65
S-09021;011-020;108;91
S-09021;021-030;95;95
S-09021;031-040;117;112
S-09021;041-050;165;129
S-09021;051-060;100;127
S-09021;061-070;86;82
S-09021;071-080;64;81
S-09021;80+;25;43
S-09022;000-010;64;62
S-09022;011-020;75;65
S-09022;021-030;82;67
S-09022;031-040;79;91
S-09022;041-050;126;110
S-09022;051-060;104;89
S-09022;061-070;45;65
S-09022;071-080;71;93
S-09022;80+;36;64
S-09023;000-010;83;73
S-09023;011-020;98;84
S-09023;021-030;108;86
S-09023;031-040;116;116
S-09023;041-050;135;129
S-09023;051-060;106;100
S-09023;061-070;71;79
S-09023;071-080;87;101
S-09023;80+;44;69
S-09024;000-010;68;70
S-09024;011-020;96;62
S-09024;021-030;113;80
S-09024;031-040;139;121
S-09024;041-050;150;125
S-09024;051-060;96;123
S-09024;061-070;153;182
S-09024;071-080;103;103
